"","text","sentiment"
"1","run lola run german import gained stellar reputation sundance film festival dazzling kinetic film deals subjects fate chance berserk retroactive minutes nonstop movement follow fieryhaired heroine named lola franka potente sprints save boyfriend clutches drug dealers lola roughly twenty minutes somehow retrieve marks time save manni moritz bleibtreu killed dealer something pseudo groundhog day approach director tom tykwer gives lola three separate chances best navigate way toward goal trio episodes gradually learn unique effects fate even tiny changes made lolas journey future can seriously altered run lola run experience like fight club matrix film takes supercharged wormhole bending reality surreal exciting ways addition three movies visual style separates rest pack lola exception stylish quickflash camera work cinematography serves scintillating eye candy getgo tykwers world landscape mood color brilliant shades red pink including lolas fiery hair used effective symbolism throughout visual style mindblowing pace run lola run one invigorating movies year even considering fact stuffed rather nonchalantly minute time period heroine potente little run wildly streets title suggests certain flair charisma exemplary running form made wonder actually track star meanwhile bleibtreu equally fantastic job bringing dopey passionate manni life actors perform beyond call duty dazzling fun comes predicting episode holds store lola outcome ultimately rewarding several twists turns unique unexpected characters lola runs purposely inadvertently include banker father herbert kraup friendly security guard armin rohde aside two leads one minutes screen time additional stars couldnt possibly ignored cinematographer frank griebe editor mathilde bonnefroy responsible films eyecatching visual elegance run lola run subtitled prepared meet challenge reading lightningfast dialogue occasional sections especially fast one minor chores involved watching sense never get really recognize real people hyperactive situation just chess pieces tykwers elaborate game visual presentation never really makes significant move average viewer likely absorbed action will realize lack potency elements screenplay petty gripes aside film wild exhilarating ride turns maniacally wheel originality people believe foreign films mainly boring talky character studies perhaps run lola run will recharge batteries film offer insight intriguing questions fate destiny also delivers whiteknuckle visual rollercoaster ride overwhelming audacity like experience must persistent title character run lola run exhausting ","pos"
"2","synopsis leonard shelby pearce former insurance investigator trail man killed wife leonard clues murderers identity make matters worse suffers condition inhibits creation shortterm memories meaning leonard always forgetting happened just minutes earlier leonard forced rely notes leaves memento traces investigation back time apparent culmination review memento sort movie wish id written can think higher praise envious nolan concocted brilliant involved original movie instant film noir classic memento virtually flawless script unlike ever seen notable achievement days recycled hollywood homogeneity although idea starting conclusion plotline moving backward time start entirely new never witnessed executed flair coherence memento endlessly exciting inventive rare story keeps viewers guessing film mulling connotations long leaving theatre merely exercise cerebrality plenty action unexpected dose humour keep proceedings lively nolans direction equally effective never losing crispness clarity despite memento challenging gimmick top everything performances rise occasion pierce terrific troubled leonard moss shows great range enigmatic natalie pantolianos teddy achieves splendidly affable yet sinister quality memento may years best screenplay certainly amongst top theatrical attractions ","pos"
"3","plot human space astronaut accidentally falls upon planet ruled apes taken prisoner along humans tries best escape simian captors oh yeah mention apes can talk kewl critique despite film looking like tim burton movie lead human character showing signs human find generally entertained throughout film recommend fun summer fare although thing sets movie apart others definitely incredible ape makeup jobs characterizations mean completely convinced every single one apes real also give actors inside costumes waking three morning every day get makeup slobbered hours coming costumed exteriors selling us characters screen well especially enjoyed bonham carters performance believed developed character entire film human ape tim roths bad guy chewed scenery oozed evil every scene took part plotwise liked beginning film whole buildup wahlberg got village escape fight scenes things got deserted area final battle sequence kinda lost bit interest much intrigued interactions characters whole idea human beings animals end battle sequence just seemed bit typical kind film also hated kid character just got nerves didnt really care way battle sequence resolved wont ruin cmon guys coulda thought something little plausible thing held movie back anything else lead character cold demeanor zero chemistry shared either one interspecies love interests dude didnt seem give rats ass anyone ultimately didnt really care happened either now im sure fault actor script film suffered visually movie also nice look especially apes definitely expected greater coolness tim burton surprise ending highlighted original planet apes film back felt little tacked despite interesting didnt really make much sense unless look sequel point view overall loved whole feel planet apes ruled manner treated humans screamed shouted reverted entire evolution chain didnt appreciate films lack human character development kris kristofferson even movie fact lead male female humans just plain boring still recommend film fun summer movie laughs creepiness really cool premise ps anyone seen original believe didnt least bring back scene lead human character case mark wahlberg goes nuts world hes suddenly thrust mad house type thing guy film barely seems put fact hes surrounded apes can speak english wheres joblo coming arrival battlefield earth godzilla instinct mission mars pitch black planet apes sleepy hollow ","pos"
"4"," rather disappointing mary railly stephen frears now officially back business comeback worthy praise one best surprises season sweet small budget comedy big heart fact even comedy drama even precise clever satire human relationships needs based critically acclaimed novel british author nick hornby high fidelity wry likable story mans quest fulfillment happiness rob gordon dj seems make everything spin except life now owns championship vinyl little musical store somewhere new york suddenly gets dumped girlfriend gorgeous blond attorney life suddenly looses every purpose decimated humiliated verge mental emotional breakdown starts meditating life way whats right whats important starts categorizing life dividing top lists important top list painful breakups life starting th grade found young girlfriend another boy though might think people change grow mature age just doesnt seem way robs relationships different versions first go wrong screwed maybe life just stinks lost selfpity must think top list needs future find right elements mix life together clever parallels cult celebrity music incredibly direct narration addresses average audience member words people like although lot honor addressed screenwriter frears director acting equally important written word john cusack absolutely mentioned simply superb much movie frears film without cusack whose character sadder wiser brings intelligence warmth post mod irony dialogue delivered directly camera easy task cusack pulls interpretation feels emotionally right incredibly realistic precise frears message simply cant ignored overseen members cast equally remarkable job jack black fabulous even catherine zeta jones appears role actually acts just looks beautiful however unexpected pleasant surprises provided todd louiso delivers spectacular comic performance robs coworker friend dick impressive achievement almost worth oscarnomination simply joy behold otherwise everyone place right time part frears colorful blend pretty much like edward nortons keeping faith film doesnt follow formula belong genre dramatic tragic sarcastic comic even cynical never bitter angry little bit everything pretty much like life nothing seems unreal staged reflects reality mirror watch go emotional problems main character feel think reflect effect become rarity nowadays although primarily perils love high fidelity secondarily pop music rob owns championship vinyl employees timid dick todd louiso overbearing barry jack black fellow music snobs music language lives measure define mark significant events lives movie much musical film anything else robs journey wonderfully portrayed carefully inserted musical fragments end gained something watching film century even year special effects extravaganza doesnt require big explosions digital creatures succeed small movie big things even though contain heavy philosophy feel experienced something significance will experience nice warm feeling quite time ","pos"
"5","trees lounge directoral debut one favorite actors steve buscemi gave memorable performences soup fargo reservoir dogs now tries hand writing directing acting flick movie starts awfully slow tommy buscemi hanging around local bar trees lounge pestering brother obvious loser says better im loser know loser thinking well put story starts take uncle dies tommy job decides drive ice cream truck well movie starts pick finding love interest year old girl named debbie chloe sevigny liked movie alot even though reach expectation youve seen fargo reservoir dogs know capable better performence think brother michael excellent job debut performence mr buscemi good career director ","pos"
"6","labelling sometimes everything original mad max opening title set plot movie near future thus making one science fiction classics despite future world almost exactly like walter hill wanted opening title action classic warriors producers werent thrilled idea consequently movie lost futuristic overtones hand producers right mark walter hill accused actually promoting disturbing trends quite visible contemporary america make movie even distant future plot loosely based anabasis historical book written xenophon greek mercenary soldier described adventures ancient persia years ago instead ancient persia movie begins contemporary coney island cleon dorsey wright leader warriors local youth gang gets invitation great gathering youth gangs city gathering organised gramercy park riffs powerful gang city taking place bronx far away warriors home territory small unarmed delegation warriors gets safely thanks general truce gathering cyrus roger hill charismatic leader riffs announces grand plan unite gangs take city crowd enthusiastic small gang rogues led psychopathic luther david patrick kelly uses opportunity assassinate cyrus police simultaneously raids gathering commotion warriors get blamed killing leader gets killed riffs remaining eight led cleons lieutenant swann michael beck must now try get coney island time unprotected truce instead chased gangs upon release despite controversies even youth riots allegedly inspired warriors enjoyed immense popularity quickly received kind cult status however despite one best movies year directed talented action director walter hill peak career movie failed leave strong impression future generations cinematic achievements year reason probably lies fact movie aged quickly walter hills idea warn public problems urban america failed miserably future much worse vision youth gangs presented warriors far shadowy armies able take entire cities members seem interested unorthodox fashion little petty feuds prosaic public annoying matters like crime vocabulary word arms reserved small knives blunt objects use heavy artillery like handguns even strict detailed laws upheld strictly governments many people american cities happy see young criminals behaving like warriors critics accused hill actually praising youth crime lot arguments favour despite objections warriors elements good film plot simple serves good basis numerous action scenes fights brilliantly choreographed quite realistic although isnt much bloodshed gore movie editing superb events happen quick pace exception middle boring moralistic exchanges swann wouldbegirlfriend mercy deborah van valkenburgh drag plot straight action social drama territory soundtrack barry de vorzon suggestive recognisable yet trademark film actors showed great talent although later sunk anonymity best known david patrick kelly whose superb original performance film later subscribed roles psychopathic villains michael beck cool almost statesmanlike leader gang also good james remar gives good contrast hotshot contender top spot movie perhaps dated yet hour half can give lot entertainment contemporary movies ","pos"
"7"," many us become strippers us wouldnt moral reason purely lack confidence thats probably fair question lot us well neither reasons watch full monty however may begin asking kinds questions willing grin bare bring much needed dough case havent guessed full monty stripping striptease aint actually quite charming comedy uses ideas great deal tact sophistication story six outofwork outofshape blue collar brits whose recent job losses left boys penniless without need hits main character gaz robert carlyle notices large crowds women pour local male strip club regular basis seems simple take bring cash eventually gaz able convince friends join starting exotic dance routine despite initial reluctance include overweight confidencelacking dave mark addy uptight overlyofficious gerald tom wilkinson suicidal lomper steve huison two additional fellows gain place among group audition horse paul barber older gentlemen chock full graceless energy guy hugo speer young wellendowed looker compares cary grant sextet complete given hefty dose physical comedy watch bumbling middleaged men choreograph pseudosexy dance numbers proving none strippers first place antiappeal wasnt enough decide boost interest group promising full monty opening night us americans means baring mean movie actually ends opening night hilarious applause worthy ending might add sure leave nothing short big smile face leave theater subject matter might expect fully monty feelgood almost inspiring film surprisingly turns way amount light touching drama also comes nice surprise never feeling offbalance otherwise highly upbeat moments film theres lot movie might think words ensemble cast couldnt better character completely individual interesting funny importantly real full monty never offensive impressive attribute since subject matter alone couldve easily fallen prey tastelessness one movies best described solid piece entertainment perfect great night town saturday night movie rental either way see shouldnt let slightest pun heavily intended said done youll smiling cheek cheek ","pos"
"8","contact shows jodie foster one best actresses see contact family movie ages review stuart cracraft contact starring jodie foster matthew mcconaughey john hurt director robert zemeckis star predictable mit phillip morrison powersof zoomout start can surprising familiar prof morrisons work contact picks steam gradually building bytheend irresistable juggernaut good movie often case fall outofbalance terms much pandering technological geek side end audience left good science fiction supposed evoke sense wonder universe evoke questions mind whats movie let technology overshadow characterization sense unusual amongst hightech movies however except jodie foster elie arroway john hurt hadden actors exceptional caliber supporting cast especially impressive hurt certainly better roles stephen ward scandal one multibillionare hadden acting skills justice clearly foster movie one great hollywood lights generation fosters radiance never strong scene finally meets vegans terms early scenes take long long time build movies pacing good subtle panoramas radio dishes arecibo ceti new mexico puerto rico beautiful politics fosters character attempting obtain funding research places trite predictable however one entertaining short scenes foster confronted rob lowe cabinetlevel presidential meeting discuss alien invitation real sparks scene foster lowe behoove consider vehicles dynamism explored scene movie tremendous dynamics two characters everything else onesided excuse foster lowe can stand foster showed scene cabinet table core scene movie set surrealistic beach faraway world starsystem vega feels lot like science fiction writer john varleys scenes book steel beach female protagonists encounters immensely superior intelligence one case computer manufactured mankind fosters case illusion drawn memory another sense immensely moving scene evokes gene roddenberrys star trek pilot cage later menagerie jeffrey hunter susan oliver memories manipulated create new worlds live encounter aliens concept new sense world science fiction beach scene centerpiece film whole film driven foster freed needs direct director zemecki foster able let hang characterization lead provides supporting cast movie gains speed fosters acting intensifies audience really experience certainly oscarcaliber acting unquestionably supporting cast well zemeckis throws humor president clinton cameos cleverly manipulated george stephanopolusstyle seem forrest gump fact zemeckis et al got trouble usage footage seen movie vis vis clinton audience attended movie just good chuckles clintons walkons muchdiscussed tension science religion movie particularly insightful already gone course though helpful audience also nearfinal scene senate judiciary hearing room disappointing contact fitting memorial memory carl sagan science popularizer sometime pedantic gadfly halls academe perhaps now sagan can said dragons eden ","pos"
"9","wong karweis fallen angels purely visceral level one exciting films ive seen long unfortunately wong seems interested experimenting camera creating tangible characters audience root ordinarily alone enough sink movie case fallen angels every shot film exciting just look wong really interesting things camera doesnt allow pyrotechnics completely take case last years dismal knock contained shot foot entering shoe ugh movie follows three pairs lost souls struggle find meaning lives cant say much didnt really know going time fact wasnt halfway movie able distinguish character constantly moving camera doesnt really allow audience associate one character always kept distance people suppose order add feeling alienation felt characters fallen angels refreshing changeofpace hollywood films never bother try anything different least visual level fact id go far say fallen angels challenging visually mainstream hollywood film ive ever seen sure theres directors like robert rodriguez enjoy turning violence operatic orgies death see filmmaker like wong actually assaults senses images truly something worth celebrating wong wishes become legendary filmmaker needs work incorporating actual story awesome images far many instances fallen angels asked now people first couple second couple impossible keep track perhaps let audience know right away character introducing us name cards scorseses mean streets thats really besides point though wong karwei proven films thats hes moviemaker watch lets just hope hones storytelling skills next movies ","pos"
"10","jay silent bob strike back kevin smiths swan song two famous characters best received comedy ive seen since theres something mary tea party comparison foulmouthed humor jay silent bob strike back audience didnt just laugh went wild boisterous laughter heavy applause throughout short like really raunchy humor may find funniest movie year hand one walked disgust smiths dogma jay silent bob strike back movie one fastest paced movies year story jay silent bob jason mewes kevin smith pair card carrying drug dealers traveling new jersey convenience store home hollywood can stop movie seems comic book alter egos bluntman chronic used movie without jay silent bobs consent jason biggs james van der beek slated star jay silent bob strike back better used cameos just movie ive ever seen among others include carrie fisher bibletoting nun mark hamill comic book version famous alter ego gus van sant director busy counting money yell action best ben affleck matt damon mock movies film stops several times make fun audience stupid enough buy tickets movie actually purchasing tickets film extremely smart given delivers laughter per dollar anything recent memory film even skewers people write movies internet guilty although filled inside jokes youll still laughing even get easy understand enough still funny jay motor mouth hasnt met subject couldnt vulgarize favorite topic oral sex equal opportunity profaner hes willing make crude jokes absolutely anything buddy aptly named silent bob responsible movies success reaction shots wildly exaggerated eye movements comedic gems storys main subplot concerns four animal rights activists justice shannon elizabeth three sexy buddies sissy eliza dushku missy jennifer schwalbach smith chrissy ali larter charlies angels types give ride heroes trek lalaland stop picture jay tries put moves justice doesnt stay command situation long one funnier sight gags women using pink clamshaped birth control case contains high tech gadgetry granted movie everyone like kevin smiths brand humor youll find best said earlier funniest movie year thus far wait forget thus far bound funniest movie year time almost every movie feels obligated come pg can rake maximum cash great see filmmaker guts target mature audience jay silent bob strike back runs lightening fast rated contains pervasive crude humor language sexual situations acceptable high school seniors older film opens nationwide united states wednesday august silicon valley will showing amc century theaters ","pos"
